InvoiceDate,InvoiceMonth,InvoiceYear,InvoiceWeekday,InvoiceHour,InvoiceWeekEndMS,InvoiceWeekEndSS,Segment,Country,InvoiceCount_Buy,ActiveCustomers_Buy,TotalQuantity_Buy,TotalSales_Buy,AvgSalesPerCustomer_Buy,ReturnCustomers,TotalSales_Return
2011-10-12 11:30:00,2011-10,2011,Wednesday,11,2011-10-16,2011-10-15,Loyal,Norway,1,1,1.0,4.5,4.5,0,0.0
2011-10-12 11:32:00,2011-10,2011,Wednesday,11,2011-10-16,2011-10-15,VIP,United Kingdom,1,1,109.0,168.54999999999998,168.54999999999998,0,0.0
2011-10-12 11:32:00,2011-10,2011,Wednesday,11,2011-10-16,2011-10-15,VIP,Germany,0,0,0.0,0.0,,1,-1.45
2011-10-12 11:33:00,2011-10,2011,Wednesday,11,2011-10-16,2011-10-15,Loyal,United Kingdom,1,1,12.0,15.0,15.0,0,0.0
2011-10-12 11:33:00,2011-10,2011,Wednesday,11,2011-10-16,2011-10-15,Active,United Kingdom,1,1,160.0,249.74,249.74,0,0.0
2011-10-12 11:40:00,2011-10,2011,Wednesday,11,2011-10-16,2011-10-15,Loyal,Germany,1,1,94.0,215.23,215.23,0,0.0
2011-10-12 11:41:00,2011-10,2011,Wednesday,11,2011-10-16,2011-10-15,At Risk,United Kingdom,1,1,14.0,65.3,65.3,0,0.0
2011-10-12 11:43:00,2011-10,2011,Wednesday,11,2011-10-16,2011-10-15,VIP,Finland,1,1,74.0,334.8,334.8,0,0.0
2011-10-12 11:45:00,2011-10,2011,Wednesday,11,2011-10-16,2011-10-15,VIP,United Kingdom,1,1,276.0,626.92,626.92,0,0.0
2011-10-12 11:45:00,2011-10,2011,Wednesday,11,2011-10-16,2011-10-15,VIP,Finland,0,0,0.0,0.0,,1,-18.0
2011-10-12 11:49:00,2011-10,2011,Wednesday,11,2011-10-16,2011-10-15,VIP,Germany,1,1,27.0,103.5,103.5,0,0.0
2011-10-12 11:55:00,2011-10,2011,Wednesday,11,2011-10-16,2011-10-15,Active,United Kingdom,1,1,115.0,147.41,147.41,0,0.0
2011-10-12 11:58:00,2011-10,2011,Wednesday,11,2011-10-16,2011-10-15,VIP,United Kingdom,1,1,170.0,232.68999999999997,232.68999999999997,0,0.0
2011-10-12 12:01:00,2011-10,2011,Wednesday,12,2011-10-16,2011-10-15,VIP,Germany,1,1,328.0,533.12,533.12,0,0.0
2011-10-12 12:08:00,2011-10,2011,Wednesday,12,2011-10-16,2011-10-15,Loyal,Norway,1,1,85.0,879.01,879.01,0,0.0
2011-10-12 12:10:00,2011-10,2011,Wednesday,12,2011-10-16,2011-10-15,Active,United Kingdom,1,1,60.0,158.39999999999998,158.39999999999998,0,0.0
2011-10-12 12:16:00,2011-10,2011,Wednesday,12,2011-10-16,2011-10-15,Loyal,United Kingdom,1,1,48.0,149.52,149.52,0,0.0
2011-10-12 12:19:00,2011-10,2011,Wednesday,12,2011-10-16,2011-10-15,VIP,United Kingdom,1,1,86.0,110.03000000000003,110.03000000000003,0,0.0
2011-10-12 12:24:00,2011-10,2011,Wednesday,12,2011-10-16,2011-10-15,VIP,United Kingdom,1,1,766.0,1229.4200000000003,1229.4200000000003,0,0.0
2011-10-12 12:30:00,2011-10,2011,Wednesday,12,2011-10-16,2011-10-15,Loyal,France,1,1,74.0,112.32000000000001,112.32000000000001,0,0.0
2011-10-12 12:31:00,2011-10,2011,Wednesday,12,2011-10-16,2011-10-15,Loyal,United Kingdom,1,1,104.0,214.6,214.6,0,0.0
2011-10-12 12:42:00,2011-10,2011,Wednesday,12,2011-10-16,2011-10-15,VIP,United Kingdom,1,1,608.0,901.0699999999999,901.0699999999999,0,0.0
2011-10-12 12:44:00,2011-10,2011,Wednesday,12,2011-10-16,2011-10-15,VIP,United Kingdom,1,1,168.0,397.28999999999996,397.28999999999996,0,0.0
2011-10-12 12:47:00,2011-10,2011,Wednesday,12,2011-10-16,2011-10-15,VIP,United Kingdom,1,1,341.0,546.5599999999996,546.5599999999996,0,0.0
2011-10-12 12:51:00,2011-10,2011,Wednesday,12,2011-10-16,2011-10-15,VIP,United Kingdom,1,1,108.0,324.9600000000001,324.9600000000001,0,0.0
2011-10-12 12:52:00,2011-10,2011,Wednesday,12,2011-10-16,2011-10-15,,United Kingdom,0,0,0.0,0.0,,0,0.0
2011-10-12 12:54:00,2011-10,2011,Wednesday,12,2011-10-16,2011-10-15,VIP,France,1,1,99.0,303.1,303.1,0,0.0
2011-10-12 12:58:00,2011-10,2011,Wednesday,12,2011-10-16,2011-10-15,VIP,United Kingdom,1,1,230.0,307.06,307.06,0,0.0
2011-10-12 12:59:00,2011-10,2011,Wednesday,12,2011-10-16,2011-10-15,VIP,United Kingdom,1,1,90.0,323.73999999999995,323.73999999999995,0,0.0
2011-10-12 13:14:00,2011-10,2011,Wednesday,13,2011-10-16,2011-10-15,Active,United Kingdom,1,1,405.0,343.53000000000003,343.53000000000003,0,0.0
2011-10-12 13:14:00,2011-10,2011,Wednesday,13,2011-10-16,2011-10-15,At Risk,United Kingdom,1,1,189.0,223.92,223.92,0,0.0
2011-10-12 13:15:00,2011-10,2011,Wednesday,13,2011-10-16,2011-10-15,VIP,EIRE,0,0,0.0,0.0,,1,-593.0999999999998
2011-10-12 13:17:00,2011-10,2011,Wednesday,13,2011-10-16,2011-10-15,Loyal,United Kingdom,1,1,324.0,336.40000000000003,336.40000000000003,0,0.0
2011-10-12 13:20:00,2011-10,2011,Wednesday,13,2011-10-16,2011-10-15,VIP,United Kingdom,1,1,357.0,648.2700000000001,648.2700000000001,0,0.0
2011-10-12 13:25:00,2011-10,2011,Wednesday,13,2011-10-16,2011-10-15,VIP,EIRE,0,0,0.0,0.0,,1,-196.70000000000002
2011-10-12 13:28:00,2011-10,2011,Wednesday,13,2011-10-16,2011-10-15,Active,United Kingdom,1,1,17.0,90.15,90.15,0,0.0
2011-10-12 13:30:00,2011-10,2011,Wednesday,13,2011-10-16,2011-10-15,VIP,United Kingdom,1,1,116.0,343.94,343.94,0,0.0
2011-10-12 13:31:00,2011-10,2011,Wednesday,13,2011-10-16,2011-10-15,Active,United Kingdom,1,1,50.0,118.22,118.22,0,0.0
2011-10-12 13:46:00,2011-10,2011,Wednesday,13,2011-10-16,2011-10-15,Loyal,Cyprus,0,0,0.0,0.0,,1,-14.450000000000001
2011-10-12 13:46:00,2011-10,2011,Wednesday,13,2011-10-16,2011-10-15,Loyal,Switzerland,0,0,0.0,0.0,,1,-14.450000000000001
2011-10-12 13:55:00,2011-10,2011,Wednesday,13,2011-10-16,2011-10-15,VIP,United Kingdom,1,1,203.0,449.1500000000001,449.1500000000001,0,0.0
2011-10-12 13:55:00,2011-10,2011,Wednesday,13,2011-10-16,2011-10-15,New & Growing,United Kingdom,1,1,258.0,313.86,313.86,0,0.0
2011-10-12 14:05:00,2011-10,2011,Wednesday,14,2011-10-16,2011-10-15,At Risk,United Kingdom,1,1,35.0,20.53,20.53,0,0.0
2011-10-12 14:08:00,2011-10,2011,Wednesday,14,2011-10-16,2011-10-15,VIP,EIRE,1,1,402.0,734.6700000000001,734.6700000000001,0,0.0
2011-10-12 14:10:00,2011-10,2011,Wednesday,14,2011-10-16,2011-10-15,VIP,United Kingdom,1,1,22.0,100.57999999999998,100.57999999999998,0,0.0
2011-10-12 14:18:00,2011-10,2011,Wednesday,14,2011-10-16,2011-10-15,VIP,France,1,1,220.0,477.55,477.55,0,0.0
2011-10-12 14:21:00,2011-10,2011,Wednesday,14,2011-10-16,2011-10-15,VIP,United Kingdom,1,1,238.0,292.74,292.74,0,0.0
2011-10-12 14:22:00,2011-10,2011,Wednesday,14,2011-10-16,2011-10-15,VIP,United Kingdom,1,1,159.0,236.31000000000003,236.31000000000003,0,0.0
2011-10-12 14:28:00,2011-10,2011,Wednesday,14,2011-10-16,2011-10-15,Loyal,United Kingdom,1,1,40.0,102.0,102.0,0,0.0
2011-10-12 14:29:00,2011-10,2011,Wednesday,14,2011-10-16,2011-10-15,VIP,United Kingdom,0,0,0.0,0.0,,1,-15.22
2011-10-12 14:33:00,2011-10,2011,Wednesday,14,2011-10-16,2011-10-15,VIP,United Kingdom,1,1,13.0,12.969999999999999,12.969999999999999,0,0.0
2011-10-12 14:42:00,2011-10,2011,Wednesday,14,2011-10-16,2011-10-15,New & Growing,United Kingdom,1,1,57.0,87.39000000000001,87.39000000000001,0,0.0
2011-10-12 14:42:00,2011-10,2011,Wednesday,14,2011-10-16,2011-10-15,Loyal,United Kingdom,1,1,40.0,102.0,102.0,0,0.0
2011-10-12 14:43:00,2011-10,2011,Wednesday,14,2011-10-16,2011-10-15,Loyal,United Kingdom,1,1,80.0,204.0,204.0,0,0.0
2011-10-12 14:44:00,2011-10,2011,Wednesday,14,2011-10-16,2011-10-15,Loyal,United Kingdom,0,0,0.0,0.0,,1,-102.0
2011-10-12 14:46:00,2011-10,2011,Wednesday,14,2011-10-16,2011-10-15,VIP,France,1,1,101.0,314.2,314.2,0,0.0
2011-10-12 14:48:00,2011-10,2011,Wednesday,14,2011-10-16,2011-10-15,VIP,United Kingdom,1,1,160.0,333.59999999999997,333.59999999999997,0,0.0
2011-10-12 14:54:00,2011-10,2011,Wednesday,14,2011-10-16,2011-10-15,Loyal,United Kingdom,0,0,0.0,0.0,,1,-102.0
2011-10-12 14:55:00,2011-10,2011,Wednesday,14,2011-10-16,2011-10-15,Loyal,United Kingdom,0,0,0.0,0.0,,1,-102.0
2011-10-12 14:56:00,2011-10,2011,Wednesday,14,2011-10-16,2011-10-15,VIP,United Kingdom,1,1,637.0,670.6299999999998,670.6299999999998,0,0.0
2011-10-12 15:01:00,2011-10,2011,Wednesday,15,2011-10-16,2011-10-15,At Risk,United Kingdom,1,1,403.0,674.6800000000002,674.6800000000002,0,0.0
2011-10-12 15:06:00,2011-10,2011,Wednesday,15,2011-10-16,2011-10-15,VIP,United Kingdom,1,1,38.0,167.47,167.47,0,0.0
2011-10-12 15:15:00,2011-10,2011,Wednesday,15,2011-10-16,2011-10-15,At Risk,United Kingdom,1,1,7.0,16.25,16.25,0,0.0
2011-10-12 15:22:00,2011-10,2011,Wednesday,15,2011-10-16,2011-10-15,New & Growing,United Kingdom,1,1,68.0,110.38,110.38,0,0.0
2011-10-12 15:25:00,2011-10,2011,Wednesday,15,2011-10-16,2011-10-15,,United Kingdom,0,0,0.0,0.0,,0,0.0
2011-10-12 15:27:00,2011-10,2011,Wednesday,15,2011-10-16,2011-10-15,Loyal,United Kingdom,1,1,372.0,310.44,310.44,0,0.0
2011-10-12 15:35:00,2011-10,2011,Wednesday,15,2011-10-16,2011-10-15,VIP,United Kingdom,1,1,360.0,467.36,467.36,0,0.0
2011-10-12 15:39:00,2011-10,2011,Wednesday,15,2011-10-16,2011-10-15,VIP,United Kingdom,1,1,140.0,416.59999999999997,416.59999999999997,0,0.0
2011-10-12 15:41:00,2011-10,2011,Wednesday,15,2011-10-16,2011-10-15,VIP,United Kingdom,1,1,194.0,294.22,294.22,0,0.0
2011-10-12 15:42:00,2011-10,2011,Wednesday,15,2011-10-16,2011-10-15,VIP,United Kingdom,1,1,64.0,46.8,46.8,0,0.0
2011-10-12 15:49:00,2011-10,2011,Wednesday,15,2011-10-16,2011-10-15,VIP,United Kingdom,1,1,67.0,263.61,263.61,0,0.0
2011-10-12 16:17:00,2011-10,2011,Wednesday,16,2011-10-16,2011-10-15,,USA,0,0,0.0,0.0,,1,-1579.5100000000007
2011-10-12 16:18:00,2011-10,2011,Wednesday,16,2011-10-16,2011-10-15,,United Kingdom,0,0,0.0,0.0,,0,0.0
2011-10-12 16:21:00,2011-10,2011,Wednesday,16,2011-10-16,2011-10-15,,United Kingdom,0,0,0.0,0.0,,0,0.0
2011-10-12 16:36:00,2011-10,2011,Wednesday,16,2011-10-16,2011-10-15,Active,United Kingdom,1,1,672.0,2110.0500000000047,2110.0500000000047,0,0.0
2011-10-12 16:40:00,2011-10,2011,Wednesday,16,2011-10-16,2011-10-15,Active,United Kingdom,1,1,502.0,1901.920000000002,1901.920000000002,0,0.0
2011-10-12 16:41:00,2011-10,2011,Wednesday,16,2011-10-16,2011-10-15,,United Kingdom,0,0,0.0,0.0,,0,0.0
2011-10-12 16:42:00,2011-10,2011,Wednesday,16,2011-10-16,2011-10-15,,United Kingdom,0,0,0.0,0.0,,0,0.0
2011-10-12 17:00:00,2011-10,2011,Wednesday,17,2011-10-16,2011-10-15,At Risk,Finland,1,1,395.0,620.13,620.13,0,0.0
2011-10-12 17:19:00,2011-10,2011,Wednesday,17,2011-10-16,2011-10-15,Loyal,United Kingdom,1,1,97.0,120.33000000000001,120.33000000000001,0,0.0
2011-10-13 08:27:00,2011-10,2011,Thursday,8,2011-10-16,2011-10-15,VIP,United Kingdom,1,1,120.0,249.6,249.6,0,0.0
2011-10-13 08:28:00,2011-10,2011,Thursday,8,2011-10-16,2011-10-15,VIP,United Kingdom,1,1,10.0,82.5,82.5,0,0.0
2011-10-13 08:42:00,2011-10,2011,Thursday,8,2011-10-16,2011-10-15,VIP,France,1,1,124.0,331.72,331.72,0,0.0
2011-10-13 09:16:00,2011-10,2011,Thursday,9,2011-10-16,2011-10-15,VIP,United Kingdom,1,1,247.0,359.6,359.6,0,0.0
2011-10-13 09:30:00,2011-10,2011,Thursday,9,2011-10-16,2011-10-15,New & Growing,Germany,1,1,69.0,247.25,247.25,0,0.0
2011-10-13 09:45:00,2011-10,2011,Thursday,9,2011-10-16,2011-10-15,New & Growing,United Kingdom,1,1,64.0,127.34,127.34,0,0.0
2011-10-13 09:55:00,2011-10,2011,Thursday,9,2011-10-16,2011-10-15,VIP,United Kingdom,1,1,347.0,464.07000000000005,464.07000000000005,0,0.0
2011-10-13 10:09:00,2011-10,2011,Thursday,10,2011-10-16,2011-10-15,VIP,United Kingdom,1,1,92.0,273.78000000000003,273.78000000000003,0,0.0
2011-10-13 10:20:00,2011-10,2011,Thursday,10,2011-10-16,2011-10-15,VIP,United Kingdom,1,1,172.0,355.78,355.78,0,0.0
2011-10-13 10:23:00,2011-10,2011,Thursday,10,2011-10-16,2011-10-15,VIP,United Kingdom,1,1,1941.0,3953.3500000000004,3953.3500000000004,0,0.0
2011-10-13 10:25:00,2011-10,2011,Thursday,10,2011-10-16,2011-10-15,Active,United Kingdom,1,1,424.0,527.0999999999999,527.0999999999999,0,0.0
2011-10-13 10:26:00,2011-10,2011,Thursday,10,2011-10-16,2011-10-15,Loyal,United Kingdom,1,1,496.0,883.1400000000002,883.1400000000002,0,0.0
2011-10-13 10:49:00,2011-10,2011,Thursday,10,2011-10-16,2011-10-15,Active,United Kingdom,0,0,0.0,0.0,,1,-61.33
2011-10-13 10:52:00,2011-10,2011,Thursday,10,2011-10-16,2011-10-15,VIP,United Kingdom,1,1,27.0,102.95,102.95,0,0.0
2011-10-13 10:53:00,2011-10,2011,Thursday,10,2011-10-16,2011-10-15,Active,United Kingdom,0,0,0.0,0.0,,1,-37.35
2011-10-13 10:54:00,2011-10,2011,Thursday,10,2011-10-16,2011-10-15,At Risk,United Kingdom,1,1,120.0,355.5600000000001,355.5600000000001,0,0.0
2011-10-13 10:55:00,2011-10,2011,Thursday,10,2011-10-16,2011-10-15,Loyal,United Kingdom,1,1,178.0,442.63999999999993,442.63999999999993,0,0.0
2011-10-13 10:57:00,2011-10,2011,Thursday,10,2011-10-16,2011-10-15,VIP,Italy,1,1,60.0,318.06,318.06,0,0.0
2011-10-13 11:30:00,2011-10,2011,Thursday,11,2011-10-16,2011-10-15,VIP,United Kingdom,0,0,0.0,0.0,,1,-11.51
2011-10-13 11:37:00,2011-10,2011,Thursday,11,2011-10-16,2011-10-15,VIP,United Kingdom,1,1,192.0,300.48,300.48,0,0.0
2011-10-13 11:46:00,2011-10,2011,Thursday,11,2011-10-16,2011-10-15,Loyal,United Kingdom,0,0,0.0,0.0,,1,-1.25
2011-10-13 11:49:00,2011-10,2011,Thursday,11,2011-10-16,2011-10-15,Active,Germany,0,0,0.0,0.0,,1,-7.96
2011-10-13 11:50:00,2011-10,2011,Thursday,11,2011-10-16,2011-10-15,VIP,Portugal,1,1,884.0,1319.0099999999995,1319.0099999999995,0,0.0
2011-10-13 11:53:00,2011-10,2011,Thursday,11,2011-10-16,2011-10-15,VIP,United Kingdom,1,1,26.0,149.7,149.7,0,0.0
2011-10-13 11:57:00,2011-10,2011,Thursday,11,2011-10-16,2011-10-15,Loyal,United Kingdom,1,1,268.0,314.1499999999999,314.1499999999999,0,0.0
2011-10-13 11:58:00,2011-10,2011,Thursday,11,2011-10-16,2011-10-15,At Risk,United Kingdom,1,1,48.0,187.82999999999998,187.82999999999998,0,0.0
2011-10-13 12:02:00,2011-10,2011,Thursday,12,2011-10-16,2011-10-15,VIP,United Kingdom,0,0,0.0,0.0,,1,-19.56
2011-10-13 12:04:00,2011-10,2011,Thursday,12,2011-10-16,2011-10-15,Loyal,United Kingdom,0,0,0.0,0.0,,1,-21.759999999999998
2011-10-13 12:06:00,2011-10,2011,Thursday,12,2011-10-16,2011-10-15,VIP,United Kingdom,1,1,230.0,387.69999999999993,387.69999999999993,0,0.0
2011-10-13 12:07:00,2011-10,2011,Thursday,12,2011-10-16,2011-10-15,Loyal,United Kingdom,1,1,52.0,166.6,166.6,0,0.0
2011-10-13 12:07:00,2011-10,2011,Thursday,12,2011-10-16,2011-10-15,VIP,United Kingdom,1,1,12.0,35.400000000000006,35.400000000000006,0,0.0
2011-10-13 12:12:00,2011-10,2011,Thursday,12,2011-10-16,2011-10-15,New & Growing,Germany,0,0,0.0,0.0,,1,-60.45
2011-10-13 12:13:00,2011-10,2011,Thursday,12,2011-10-16,2011-10-15,,United Kingdom,0,0,0.0,0.0,,0,0.0
2011-10-13 12:15:00,2011-10,2011,Thursday,12,2011-10-16,2011-10-15,,United Kingdom,0,0,0.0,0.0,,0,0.0
2011-10-13 12:16:00,2011-10,2011,Thursday,12,2011-10-16,2011-10-15,Loyal,United Kingdom,0,0,0.0,0.0,,1,-11.9
2011-10-13 12:16:00,2011-10,2011,Thursday,12,2011-10-16,2011-10-15,,United Kingdom,0,0,0.0,0.0,,0,0.0
2011-10-13 12:17:00,2011-10,2011,Thursday,12,2011-10-16,2011-10-15,Loyal,United Kingdom,1,1,276.0,411.78,411.78,0,0.0
2011-10-13 12:17:00,2011-10,2011,Thursday,12,2011-10-16,2011-10-15,,United Kingdom,0,0,0.0,0.0,,0,0.0
2011-10-13 12:18:00,2011-10,2011,Thursday,12,2011-10-16,2011-10-15,,United Kingdom,0,0,0.0,0.0,,0,0.0
2011-10-13 12:18:00,2011-10,2011,Thursday,12,2011-10-16,2011-10-15,Active,United Kingdom,0,0,0.0,0.0,,1,-16.25
2011-10-13 12:19:00,2011-10,2011,Thursday,12,2011-10-16,2011-10-15,,United Kingdom,0,0,0.0,0.0,,0,0.0
2011-10-13 12:21:00,2011-10,2011,Thursday,12,2011-10-16,2011-10-15,Loyal,United Kingdom,1,1,91.0,107.72000000000004,107.72000000000004,0,0.0
2011-10-13 12:23:00,2011-10,2011,Thursday,12,2011-10-16,2011-10-15,Active,United Kingdom,0,0,0.0,0.0,,1,-35.25
2011-10-13 12:26:00,2011-10,2011,Thursday,12,2011-10-16,2011-10-15,Loyal,Belgium,1,1,1290.0,1491.59,1491.59,0,0.0
2011-10-13 12:30:00,2011-10,2011,Thursday,12,2011-10-16,2011-10-15,VIP,United Kingdom,1,1,128.0,166.48000000000002,166.48000000000002,0,0.0
2011-10-13 12:38:00,2011-10,2011,Thursday,12,2011-10-16,2011-10-15,New & Growing,United Kingdom,1,1,43.0,109.04000000000003,109.04000000000003,0,0.0
2011-10-13 12:46:00,2011-10,2011,Thursday,12,2011-10-16,2011-10-15,Loyal,United Kingdom,1,1,746.0,1259.4600000000005,1259.4600000000005,0,0.0
2011-10-13 12:47:00,2011-10,2011,Thursday,12,2011-10-16,2011-10-15,VIP,Cyprus,1,1,644.0,2814.2999999999997,2814.2999999999997,0,0.0
2011-10-13 12:50:00,2011-10,2011,Thursday,12,2011-10-16,2011-10-15,New & Growing,RSA,1,1,351.0,1002.3099999999998,1002.3099999999998,0,0.0
2011-10-13 12:52:00,2011-10,2011,Thursday,12,2011-10-16,2011-10-15,VIP,United Kingdom,1,1,567.0,988.0300000000002,988.0300000000002,0,0.0
2011-10-13 12:58:00,2011-10,2011,Thursday,12,2011-10-16,2011-10-15,,United Kingdom,0,0,0.0,0.0,,0,0.0
2011-10-13 12:58:00,2011-10,2011,Thursday,12,2011-10-16,2011-10-15,Loyal,United Kingdom,1,1,52.0,192.35000000000002,192.35000000000002,0,0.0
2011-10-13 12:59:00,2011-10,2011,Thursday,12,2011-10-16,2011-10-15,New & Growing,United Kingdom,1,1,128.0,422.97999999999996,422.97999999999996,0,0.0
2011-10-13 12:59:00,2011-10,2011,Thursday,12,2011-10-16,2011-10-15,Active,United Kingdom,1,1,437.0,568.7199999999998,568.7199999999998,0,0.0
2011-10-13 13:00:00,2011-10,2011,Thursday,13,2011-10-16,2011-10-15,VIP,United Kingdom,1,1,37.0,131.48000000000002,131.48000000000002,0,0.0
2011-10-13 13:04:00,2011-10,2011,Thursday,13,2011-10-16,2011-10-15,,United Kingdom,0,0,0.0,0.0,,0,0.0
2011-10-13 13:20:00,2011-10,2011,Thursday,13,2011-10-16,2011-10-15,New & Growing,United Kingdom,1,1,4.0,10.2,10.2,0,0.0
2011-10-13 13:24:00,2011-10,2011,Thursday,13,2011-10-16,2011-10-15,Active,United Kingdom,1,1,171.0,357.92999999999995,357.92999999999995,0,0.0
2011-10-13 13:32:00,2011-10,2011,Thursday,13,2011-10-16,2011-10-15,VIP,United Kingdom,0,0,0.0,0.0,,1,-19.799999999999997
2011-10-13 13:35:00,2011-10,2011,Thursday,13,2011-10-16,2011-10-15,Active,United Kingdom,1,1,496.0,431.2099999999995,431.2099999999995,0,0.0
2011-10-13 13:42:00,2011-10,2011,Thursday,13,2011-10-16,2011-10-15,VIP,United Kingdom,1,1,214.0,388.72,388.72,0,0.0
2011-10-13 13:43:00,2011-10,2011,Thursday,13,2011-10-16,2011-10-15,VIP,United Kingdom,2,2,241.0,385.58,192.79,0,0.0
2011-10-13 13:44:00,2011-10,2011,Thursday,13,2011-10-16,2011-10-15,New & Growing,United Kingdom,1,1,24.0,15.600000000000001,15.600000000000001,0,0.0
2011-10-13 13:49:00,2011-10,2011,Thursday,13,2011-10-16,2011-10-15,VIP,United Kingdom,0,0,0.0,0.0,,1,-12.75
2011-10-13 13:50:00,2011-10,2011,Thursday,13,2011-10-16,2011-10-15,At Risk,United Kingdom,1,1,3.0,3.29,3.29,0,0.0
2011-10-13 13:53:00,2011-10,2011,Thursday,13,2011-10-16,2011-10-15,At Risk,Finland,1,1,236.0,640.5000000000002,640.5000000000002,0,0.0
2011-10-13 13:58:00,2011-10,2011,Thursday,13,2011-10-16,2011-10-15,Active,United Kingdom,1,1,490.0,348.44000000000017,348.44000000000017,0,0.0
2011-10-13 14:08:00,2011-10,2011,Thursday,14,2011-10-16,2011-10-15,At Risk,United Kingdom,1,1,380.0,279.94,279.94,0,0.0
2011-10-13 14:10:00,2011-10,2011,Thursday,14,2011-10-16,2011-10-15,Loyal,United Kingdom,1,1,303.0,434.40999999999997,434.40999999999997,0,0.0
2011-10-13 14:13:00,2011-10,2011,Thursday,14,2011-10-16,2011-10-15,Loyal,United Kingdom,1,1,4.0,27.0,27.0,0,0.0
2011-10-13 14:18:00,2011-10,2011,Thursday,14,2011-10-16,2011-10-15,Active,United Kingdom,1,1,312.0,1090.14,1090.14,0,0.0
2011-10-13 14:27:00,2011-10,2011,Thursday,14,2011-10-16,2011-10-15,Loyal,United Kingdom,0,0,0.0,0.0,,1,-48.330000000000005
2011-10-13 14:28:00,2011-10,2011,Thursday,14,2011-10-16,2011-10-15,Loyal,United Kingdom,1,1,1.0,2.49,2.49,0,0.0
2011-10-13 14:33:00,2011-10,2011,Thursday,14,2011-10-16,2011-10-15,Active,United Kingdom,1,1,386.0,3024.22,3024.22,0,0.0
2011-10-13 14:37:00,2011-10,2011,Thursday,14,2011-10-16,2011-10-15,At Risk,United Kingdom,1,1,171.0,171.59,171.59,0,0.0
2011-10-13 14:47:00,2011-10,2011,Thursday,14,2011-10-16,2011-10-15,At Risk,United Kingdom,1,1,103.0,300.85,300.85,0,0.0
2011-10-13 14:48:00,2011-10,2011,Thursday,14,2011-10-16,2011-10-15,Active,United Kingdom,1,1,25.0,84.39999999999998,84.39999999999998,0,0.0
2011-10-13 14:59:00,2011-10,2011,Thursday,14,2011-10-16,2011-10-15,VIP,Germany,1,1,885.0,1881.86,1881.86,0,0.0
2011-10-13 15:05:00,2011-10,2011,Thursday,15,2011-10-16,2011-10-15,VIP,Germany,0,0,0.0,0.0,,1,-13.56
2011-10-13 15:08:00,2011-10,2011,Thursday,15,2011-10-16,2011-10-15,At Risk,United Kingdom,1,1,146.0,243.83999999999997,243.83999999999997,0,0.0
2011-10-13 15:15:00,2011-10,2011,Thursday,15,2011-10-16,2011-10-15,VIP,United Kingdom,1,1,97.0,188.94,188.94,0,0.0
2011-10-13 15:19:00,2011-10,2011,Thursday,15,2011-10-16,2011-10-15,Loyal,United Kingdom,1,1,77.0,250.49,250.49,0,0.0
2011-10-13 15:23:00,2011-10,2011,Thursday,15,2011-10-16,2011-10-15,VIP,United Kingdom,1,1,61.0,204.27999999999994,204.27999999999994,0,0.0
2011-10-13 15:25:00,2011-10,2011,Thursday,15,2011-10-16,2011-10-15,Active,United Kingdom,1,1,479.0,1354.71,1354.71,0,0.0
2011-10-13 15:28:00,2011-10,2011,Thursday,15,2011-10-16,2011-10-15,VIP,United Kingdom,1,1,34.0,79.5,79.5,0,0.0
2011-10-13 15:38:00,2011-10,2011,Thursday,15,2011-10-16,2011-10-15,VIP,United Kingdom,1,1,193.0,416.77999999999986,416.77999999999986,0,0.0
2011-10-13 15:43:00,2011-10,2011,Thursday,15,2011-10-16,2011-10-15,VIP,United Kingdom,1,1,542.0,143.28,143.28,0,0.0
2011-10-13 15:47:00,2011-10,2011,Thursday,15,2011-10-16,2011-10-15,Loyal,United Kingdom,1,1,108.0,106.92,106.92,0,0.0
2011-10-13 15:49:00,2011-10,2011,Thursday,15,2011-10-16,2011-10-15,VIP,United Kingdom,1,1,361.0,709.6300000000001,709.6300000000001,0,0.0
2011-10-13 15:50:00,2011-10,2011,Thursday,15,2011-10-16,2011-10-15,Active,United Kingdom,1,1,147.0,319.51000000000005,319.51000000000005,0,0.0
2011-10-13 15:50:00,2011-10,2011,Thursday,15,2011-10-16,2011-10-15,VIP,United Kingdom,1,1,4.0,31.8,31.8,0,0.0
2011-10-13 15:58:00,2011-10,2011,Thursday,15,2011-10-16,2011-10-15,Loyal,United Kingdom,1,1,258.0,313.86,313.86,0,0.0
2011-10-13 16:01:00,2011-10,2011,Thursday,16,2011-10-16,2011-10-15,At Risk,United Kingdom,1,1,235.0,386.3199999999999,386.3199999999999,0,0.0
2011-10-13 16:14:00,2011-10,2011,Thursday,16,2011-10-16,2011-10-15,Loyal,United Kingdom,1,1,69.0,209.40000000000003,209.40000000000003,0,0.0
2011-10-13 16:17:00,2011-10,2011,Thursday,16,2011-10-16,2011-10-15,At Risk,United Kingdom,1,1,75.0,216.16999999999996,216.16999999999996,0,0.0
2011-10-13 16:24:00,2011-10,2011,Thursday,16,2011-10-16,2011-10-15,New & Growing,United Kingdom,1,1,32.0,126.2,126.2,0,0.0
2011-10-13 16:33:00,2011-10,2011,Thursday,16,2011-10-16,2011-10-15,Loyal,United Kingdom,1,1,2.0,6.5,6.5,0,0.0
2011-10-13 16:37:00,2011-10,2011,Thursday,16,2011-10-16,2011-10-15,Loyal,United Kingdom,1,1,1.0,15.0,15.0,0,0.0
